warga pidie serah pucuk m sisa konflik polisi	neutral
tak ekspor biji bauksit ri malah selundup malaysia	neutral
tampak kapal angkut pasir ilegal pulau rupat riau aman kkp	negative
sus minta jokowi berantas tambang timah ilegal bangka belitung	negative
kadiv propam polri polisi lumajang aku baru bulan terima uang tambang	positive
tilik aktivitas tambang emas ilegal mirip pasar sukabumi	negative
tragedi jadi lumajang perintah nilai tak konsisten tata lahan	neutral
dapat berlian afrika tak nikmat rakyat banyak	positive
polisi sita ton pasir timah ilegal tiga laku bangka	negative
soal tambang ilegal babel mendag gobel malaysia mana timah	negative
bedeng tambang emas ilegal banyumas bongkar buntut tambang jebak	negative
parah listrik kantor polisi curi buat tambang bitcoin	negative
razia tambang ilegal gunungkidul polisi sita alat berat truk	negative
tragedi tambang emas ilegal bengkayang kalbar tewas orang	negative
polisi bantah cekcok tni tangkap tambang ilegal	negative
kisah kota paling tinggi dunia sedih	negative
ciri ciri pria misterius siram air keras wartawan bangka	neutral
gerebek tambang ilegal magelang alat berat sita orang periksa	negative
kasus ismail bolong lapor propam polri	neutral
suku pencil brasil ancam corona gegara tambang ilegal	negative
polisi tangkap orang kait tambang ilegal sorot andre rosiade	negative
cara menteri esdm tambang timah ilegal hilang	negative
maut lubang viral kaya emas sukabumi	positive
jabar hari kisah cinta bujang lapuk hingga misi persib sisa laga	positive
perintah khusus kapolri kapolda sulteng buru tangkap teroris santoso	positive
polisi tenggelam mesin operasional tambang emas ilegal riau	negative
ketua komisi iv dpr minta dalang bunuh tani anti tambang ungkap	negative
dpr panggil menteri esdm lhk bahas tambang ilegal	negative
pasir darah lumajang	negative
sumur minyak ledak aceh apa tahu jauh	positive
tambang timah ilegal babel kini jadi perhati jokowi	negative
usaha jual lahan pemprov jabar kereta cepat lapor	positive
tambang segel kirim ribu rit tanah uruk tol jogja solo tunda	neutral
ferdy sambo aku pernah usut libat polisi tambang ilegal kaltim	negative
tumbal darah salim kancil	neutral
polisi buka mungkin polemik tambang ilegal selesai adat	negative
tambang ubah muka bumi begini tampak langit	neutral
orang jadi sangka kasus tambang longsor bikin orang tewas	negative
esdm tambang sirtu ilegal probolinggo polisi tindak	negative
angkut ton batu bara tambang ilegal sopir sumsel jadi sangka	negative
ancam lahan tani tambang pasir muara opak bantul protes	neutral
orang tewas tambang timah babel lama tahun akhir	neutral
sar intensif cari korban km sinar bangun cipali ramai lancar	positive
berantas kapal ilegal batu bara	negative
datang komnas ham jurkani minta usut kasus advokat bunuh kalsel	neutral
pp harap jamin lindung ekosistem pesisir laut	negative
rusak parah begini tampak hutan amazon luar angkasa	neutral
tambang timah ilegal tangkap konservasi bukit mangkol	negative
luhut cak imin tuding hilir ugal ugalan jangan bohong	neutral
hadap sarpin effect polda kalbar harap hakim pakai hati nurani	neutral
polisi aman kontainer sianida halsel syahbandar ekspedisi periksa	positive
polisi terima suap tambang ilegal mutasi polri pidana tetap lanjut	negative
monumen bangun gali usai cari tambang banyumas henti	neutral
dalih salur csr bikin crazy rich helena lim jerat jadi sangka	negative
hutan sebut kso kph bogor sesuai atur	neutral
polisi ungkap tambang emas ilegal papua barat laku tangkap	negative
polda banten periksa saksi tambang emas ilegal tnghs lebak	negative
kacau marak tambang batu bara ilegal rau bikin resah	negative
daftar kasus besar ungkap komjen listyo sigit di bareskrim	positive
akses jalan jadi kendala evakuasi korban longsor tambang ilegal sumbar	negative
afrika minta raja inggris kembali berlian mahkota ratu elizabeth ii	neutral
skk migas siap bantu atas ledak sumur minyak aceh timur	positive
tampak hancur bangka belitung google maps	neutral
kerja tambang batu bara ilegal china tewas banjir	negative
kelola tambang ilegal pati blora tangkap	negative
mantan petinggi intelijen nilai izin tambang emas sangihe sah	neutral
cak imin kritik hilir sektor tambang ugal ugalan	neutral
lima tambang emas ilegal nagan raya aceh tangkap	negative
dedi mulyadi warga wadas tolak tambang sah tanda nasionalis	positive
tambang emas runtuh satu tewas	negative
tambang kaya dadak malam temu batu langka	positive
polisi aman sangka tambang emas ilegal riau	negative
jalan sleman rusak akibat tambang ilegal pemkab baik tambang	negative
jadi sangka tambang ilegal ismail bolong ancam tahun bui	negative
aktivitas tambang emas ilegal cibuluh sukabumi masih geliat	negative
tambang pasir ilegal tlogowatu klaten gerebek polda ekskavator sita	negative
aparat buru tka china kabur sukabumi	negative
kasus lumajang dprd jatim minta polisi usut ada anggota dewan libat	neutral
celah atur smelter pakai timah ilegal	negative
titik longsor gunung halimun salak sebab banjir lebak	neutral
proyek gali c ilegal majalengka segel polisi	negative
teror tiga wartawan lumajang tangkap	neutral
tambang tanah ilegal pekanbaru tangkap alat berat ikut sita	negative
polisi tutup paksa tambang pasir ilegal lumajang	negative
langgar hak temu komnas ham bunuh salim kancil	neutral
polisi malaysia buru tambang bitcoin liar pakai drone	negative
wna tangkap lokasi tambang emas ilegal aceh status saksi	negative
tambang emas ilegal sumut gerebek kerja aman	negative
polri sangka aniaya salim kancil jerat illegal mining	negative
isu perang bintang heboh ismail bolong sahroni usul polri bentuk timsus	positive
suami sandra dewi harvey moeis jadi sangka korupsi timah	neutral
deportasi wna sri lanka nekat tambang emas ilegal gorontalo	negative
tambang emas ilegal lombok tengah tutup paksa	negative
menteri lhk minta kerja sama setop rantai dagang merkuri ilegal	negative
suram begini masa depan ekonomi afghanistan usai asai talib	neutral
asrama pusdik brimob ancam longsor tambang sirtu tutup	negative
lima negara mati aktivis lingkung	negative
tambang ilegal rapi razia bupati klaten minta polisi tak tebang pilih	negative
emas batang ilegal nila rp m sita polisi sulsel	negative
kodam mulawarman tegas pangdam polda tak libat tambang ilegal ikn	negative
tambang jebak longsor jam lebak hasil selamat	positive
berkas kasus ismail bolong ke tangan jaksa	neutral
kawasan hutan hilang sebab bencana banjir besar jambi	positive
siapa beking ngeri gede gede balik tambang ilegal klaten	negative
lihat nenek boyolali tambang pasir sungai hulu rapi	neutral
sosok ismail bolong nyata mantan anggota polresta samarinda	neutral
lokasi tambang emas ilegal sukabumi gerebek polisi	negative
badan informasi geospasial tambang gunung rapi lampau batas	neutral
oknum polisi duga terima uang tambang pasir ilegal lumajang	negative
massa tutup paksa tambang ilegal sungai batang mayoritas emak emak	negative
gali c ilegal jombang tutup paksa tugas gabung	negative
gali c ilegal tutup paksa puluh dump truk eskavator sita	negative
lokasi tambang emas liar gunung pongkor longsor	negative
tambang ilegal lereng rapi razia harga pasir lambung	negative
polisi sita truk angkut ton batu bara ilegal sumsel	negative
tagih listrik naik waspada serang cryptomining cara cegah	neutral
sumur minyak ilegal batanghari bakar polisi buru laku	negative
hari ton timah ilegal ekspor babel siapa nikmat	negative
dampak ngeri balik tambang ilegal mau digrebek ganjar	negative
tambang keruk tambang ilegal pt timah rugi rp triliun	negative
komnas ham minta polri usut tuntas kasus tewas salim kancil	neutral
jahat mojokerto jadi tiap jam panjang	neutral
jurnalis inggris hilang amazon brasil desak intensif cari	negative
bareskrim limpah berkas perkara tambang ilegal ismail bolong jagung	negative
tambang emas ilegal berantas dpr dukung	negative
mahasiswa demo pemprov sulut tuntut izin tambang emas sangihe cabut	neutral
polisi bongkar kasus tambang ilegal jabar	negative
polda kalteng ungkap edar sianida ton laku tangkap	neutral
tambang pasir ilegal sungai progo aman polisi	negative
wn china tangkap manokwari libat tambang emas ilegal	negative
vonis tahun bulan gurandil sukabumi eksekusi bui	negative
tambang emas ilegal sumbar longsor empat kerja timbun	negative
bekal alat bukti polisi tetap sangka teror wartawan	neutral
tiga bulan culik gerilyawan kolombia turis selamat	neutral
polisi tertib tambang pasir ilegal rapi orang tahan	negative
gibran ungkap beking ngeri tambang ilegal klaten polres usut kasus tahun	negative
dpr minta esdm beku rmk energy duga laku tambang ilegal	negative
soal periksa eks kapolres kapolres lumajang kata kapolda jatim	neutral
merkuri ilegal asal sidoarjo jual rp juta per kg	negative
heboh ratu batu bara komisi vii dpr panggil tan paulin senayan	positive
tambang pasir ilegal sungai porong gerebek milik politis pdip	negative
mahasiswa jember demo tolak izin tambang blok silo	neutral
klh gandeng asosiasi tambang rakyat upaya tambang emas bebas merkuri	neutral
tambang emas ilegal camat kabupaten bogor tutup polisi	negative
mesin tambang bitcoin sita perintah malaysia	neutral
ganjar sebut beking tambang ilegal klaten gede gede puser bumi tak efektif	negative
tambang emas liar sukabumi makan korban orang tewas timbun	negative
hitung rugi alam tambang timah bangka belitung nilai triliun	positive
tambang timah ilegal kepri tangkap jadi sangka	negative
ridwan kamil colek menteri esdm minta bumd garap sumur tua	positive
usaha tambang sultra polisi duga tambang izin	neutral
bor minyak ilegal rantau peureulak aceh pernah tindak	negative
tambang ilegal jateng pemprov bentuk tim padu	negative
klhk aman sangka kasus tambang nikel ilegal desa oko oko	negative
polda sumbar tangkap tambang emas ilegal sorot andre rosiade	negative
warga minta pihak tangkap soal tambang emas ilegal tetap proses hukum	negative
dprd jambi ingat pj bupati sarolangun soal tambang emas ilegal	negative
jagung usaha boneka kait kasus korupsi timah stop operasi	positive
aju praperadilan pihak sangka tambang ilegal yakin maladministrasi	negative
milik gali c ilegal aceh besar tangkap alat berat sita	negative
maki lapor kejat sulteng jagung soal simpang lo tambang nikel	positive
bupati blora ungkap longsor bengawan solo imbas tambang pasir ilegal	negative
kapal angkut kayu pasir ilegal tangkap riau orang aman	negative
polda sultra tetap direktur pt dms jadi sangka tambang ilegal	negative
jual barang fashion ilegal kulit ular selebgram tajir polisi	negative
polisi segel lokasi tambang emas ilegal viral nanggung bogor	negative
hasil rp m bos tambang pasir ilegal batam bekuk polisi	negative
plt jubir deputi cegah kpk akan lapor dewas	neutral
andre rosiade minta polda sumbar cek tambang pasir pantai pasie jambak	neutral
tni bakal bantu berantas tambang ilegal	negative
tambang emas tewas kuansing riau polisi minta turun tangan	negative
dukung singkong salim kancil pilkades hariyono balas darah	neutral
angkut padas truk hari milik lahan semarang jadi sangka	neutral
orang duga timbun longsor tambang bolmong sulut	negative
jokowi buka suara soal nasib kontrak freeport	neutral
petaka pantai matras	neutral
bos tambang nikel ilegal sultra jadi sangka alir dana telusur	negative
klhk sulawesi tangkap milik tambang emas ilegal parigi mautong	negative
tutup akhir tahun usaha ngeluh harga batu bara anjlok	negative
peran suami sandra dewi kasus korupsi massal pt timah	neutral
simak momen penting kripto panjang	positive
polri segera limpah kasus tambang ilegal ismail bolong	negative
tambang emas liar sulut tewas timbun longsor orang luka	negative
tambang kumbung ambrol empat kerja luka luka	neutral
ketua dpr minta negara pulih kawasan tambang ilegal pongkor	negative
gerebek tampung emas ilegal polisi sita emas nila rp m	negative
bunuh sadis tani anti tambang sangka kesal demo	negative
jabar hari tewas gurandil tambang ilegal tuntut pns ma	negative
klhk bongkar tambang ilegal kolaka orang sangka ekskavator sita	negative
rekan ismail bolong tetap jadi sangka kasus tambang ilegal	negative
praktik ilegal sektor migas mau berantas perintah	negative
harvey moeis suami sandra dewi sangka korupsi timah pakai rompi pink	negative
tangkap tambang ilegal polisi sita alat berat milik anggota dprk simeulue	negative
maki temu mahfud bahas ruu ampas aset duga korupsi batu bara	negative
suasana cekam gegara tambang ilegal sidrap polisi minta tindak	negative
polisi musnah alat tambang emas ilegal riau	negative
walhi kades hariyono perlu jerat pasal tipikor cuci uang	neutral
ketua dprd lumajang anak nakal masuk tim	negative
daftar lokasi tambang emas hingga timah ilegal ri	negative
tambang timah ilegal bikin apple urung bikin pabrik ri	negative
tambang pasir ilegal blitar aman truk alat berat sita	negative
dpr rapat menteri esdm klhk jam hasil	neutral
marak tambang timah ilegal negara rugi rp ttahun	negative
polisi tangkap laku tambang emas ilegal kuansing riau	negative
jagung tetap sangka kasus korupsi komoditas timah	positive
blokir jalan warga sleman demo tolak tambang pasir	neutral
kecewa fatmah cicah gagal temu suami sidang gurandil	negative
tambang emas ilegal asal jawa tengah bekuk rangin	negative
perintah china haram semua transaksi uang kripto	neutral
polisi gerebek tambang emas ilegal jayapura orang aman	negative
polres boyolali gerebek gali c ilegal orang tahan	negative
polda aman kg emas hasil peti	positive
satpol pp probolinggo tutup tambang pasir ilegal	negative
daftar negara larang legal bitcoin	neutral
korban tambang emas longsor sumbar jadi orang tewas	neutral
tambang batu gunung ilegal taput tangkap	negative
sumur minyak ilegal blok cepu jamur negara rugi besar	negative
jelas gubernur jatim soal tambang pasir lumajang	neutral
tambang emas ilegal tasikmalaya tertib tugas gabung	negative
pemprov banten sebut cukong tambang emas ilegal kabur lebak	negative
tambang ilegal marak sofyan djalil panggil tambang hingga eksportir	negative
rakor sidik polri ppns kabareskrim bicara modus jahat	neutral
sangka nekat olah merkuri bayar utang rp miliar	negative
waduk saguling kritis jadi septic tank besar dunia	neutral
fakta fakta korupsi timah rp triliun jerat suami sandra dewi	neutral
tambang timah ilegal marak babel dpr sudah cukup lama	negative
polda kepri tindak tambang ilegal omset rp m	negative
dor kerja tambang emas ilegal kuansing tembak warga	negative
geger testimoni ismail bolong abraham samad ungkap banyak masalah tambang	positive
klhktetapkan sangka tambang batu bara ilegal wilayahikn	negative
atas kritis mineral timah	neutral
timpa batu tambang timah bangka tewas dasar sungai	neutral
tambang ilegal bangka tengah longsor orang tewas	negative
cegah banjir ulang hilir sungai rangkui pangkalpinang keruk	neutral
tambang ilegal kawasan suaka margasatwa dang tangkap	negative
kedung londo pesona alam ikan energi positif wisatawan	positive
wanita libat tambang emas ilegal bulungan tangkap jakarta	negative
walhi hektare hutan aceh rusak akibat tambang emas ilegal	negative
maki sebut kpk lembek hadap lukas enembe	positive
orang tewas bantai kolombia	negative
tetap sangka polisi kejar dpo kasus salim kancil tosan	neutral
wagub jatim tandatangani resolusi lumajang damai	positive
cari korban polisi warga gali runtuh tambang emas sumut	negative
evakuasi tambang emas banyumas tim sar kerah pompa	neutral
dprd lebak minta polisi transparan usut gurandil hutan larang baduy	neutral
temu menteri esdm bandung bos bos bumn curhat soal illegal mining	negative
polisi tangkap tambang pasir timah ilegal babel	negative
masyarakat peduli kendeng istigasah tambang pabrik semen setop	neutral
klhk kaltim tangkap tambang batu bara ilegal kawasan ikn nusantara	negative
nusra pek jokowi resmi jalan golo mori bakar atribut perindo	neutral
tambang emas ilegal tewas lahan hutan sukabumi	negative
klarifikasi roy marten duga libat usaha tambang masalah	negative
maki lapor usaha nikel duga rugi negara triliun rupiah	negative
jagung berkas ismail bolong kait kasus tambang ilegal lengkap	negative
hati hati jalan raya cilegon arah serang penuh tanah	positive
polisi selidik tambang longsor renggut nyawa bocah manggarai timur	neutral
kki warsi kira rusa alam jambi rugi negara rp t	positive
soal akhir cari orang tambang emas ilegal banyumas	negative
direktur usaha tangkap kait tambang ilegal tanah bumbu kalsel	negative
waduh ada tambang ilegal ri banyak sumsel	positive
ribu warga pancurendang banyumas kini nganggur usai tutup tambang emas	neutral
sorot tambang jebak banyumas pakar unsoed siapa kepul	negative
fakta kini ismail bolong ancam tahun bui	positive
tambang batu bara ilegal rau tangkap ekskavator sita	negative
polda jatim lpsk desak lindung wartawan teror lumajang	neutral
mandi minyak ilegal ujung maut aceh	negative
polisi tetap tambang emas ilegal sukabumi sangka	negative
polisi ingat tambang awimbon rawan serang kkb nyawa taruh	negative
babel rusak akibat tambang timah malaysia thailand untung	neutral
tambang ilegal rajalela begini siasat	negative
bongkar tambang timah ilegal klhk dihadang warga babel	negative
kendala sopir truk polisi sulit ungkap tadah pasir ilegal	negative
kronologi libat suami sandra dewi harvey moeis korupsi timah	neutral
modus tambang timah ilegal puluh tahun babel	negative
tambang ilegal tangkap di ikn ngaku beking pangdam kapolda	negative
dakwa tambang ilegal pasuruan vonis tahun bulan bui jaksa banding	negative
helikopter militer jatuh kolombia tentara pasti tewas	positive
usaha kapal tambang pasir pulau rupat proses hukum	positive
keruk tahun emas tambang legenda pongkor tip	neutral
maki usul tim presiden bantu usut kasus tambang ilegal	negative
polda jatim buru aktor utama bunuh aktivis anti tambang salim kancil	positive
ledak milik sumur minyak setor kades rp ribudrum	neutral
adil tinggi jatim berat hukum bos tambang ilegal pasuruan	negative
daerah banyak jadi tambang pasir ilegal	negative
tambang milik anggota dprd maros demo warga di tempat keramat	neutral
talib jarah kaya afghanistan	neutral
antisipasi tambang liar brimob sisir pantai watu pecak	negative
kapolsek tusuk razia tambang emas ilegal jambi mulai pulih	negative
klhk pasti pres tambang ilegal tangan lanjut	negative
tambang batubara ilegal rugi negara rp triliuntahun	negative
tambang gamping ilegal pangandaran longsor timpa rumah warga	negative
hakim cecar hutan soal simpul tambang ilegal sukabumi	negative
tambang timah ilegal marak babel kata menteri esdm	negative
sakit paru ubah budhpura india jadi desa janda	neutral
lubang gali emas sukabumi ambruk gurandil tewas timbun	neutral
hektare tambang emas ilegal duga jadi sebab longsor lebak	negative
tuju komisi iii dpr kunker lumajang	neutral
tambang emas ilegal aceh tangkap alat berat sita	negative
sekda ntb sempat minta tambang pasir besi tutup	negative
korban tewas longsor tambang emas ilegal sulteng jadi hilang	negative
tahun operasi lokasi tambang ilegal langkat tindak	negative
warga lumajang resah bunuh kapolda jatim sila lapor saya	neutral
koordinasi mantap polisi bakal tutup tambang liar blitar	positive
duel sengit warga tambang pasir liar tengah bengawan solo	negative
ferdy sambo angkat bicara soal geger ismail bolong kait tambang ilegal	negative
orang kerja tewas kades milik tambang ilegal rembang jadi sangka	negative
alas balik mundur rencana apple bikin pabrik ri	negative
warga bakar alat berat tambang emas ilegal jambi	negative
truk larang operasi gegara bikin macet sopir jambi rugi	neutral
dprd klaten soal geger tambang ilegal uu minerba perda rtrw tak jalan	negative
tahan polda jatim dia sangka bunuh salim kancil	neutral
bekas lokasi tambang ilegal selok awar awar tanam ribu mangrove	negative
kronologi sumur minyak ilegal batanghari bakar tewas korban	negative
modal tambang emas ilegal milik toko aceh tangkap	negative
warga china tak paspor nambang emas papua periksa imigrasi	neutral
komisi iii dpr minta mabes polri periksa kapolres eks kapolres lumajang	neutral
tambang emas ilegal wna asal jepang deportasi timika	negative
kata bos pt timah soal heboh rugi lingkung rp triliun	positive
caleg ppp tahan kejar rembang kait tambang ilegal	negative
polri selamat aset negara rp t kasus korupsi lama	neutral
soal tambang gali c ilegal kapolda jateng tindak tegas	negative
polda kalbar tangkap tambang emas ilegal	negative
video gangster venezuela kuasa penjara ribu tentara serbu	neutral
ppatk ungkap nilai transaksi tambang ilegal cs tembus rp t	negative
tambang liar situbondo operasi malam hari hindar razia	negative
kompolnas saran polri libat ppatk usut kasus suap ismail bolong	neutral
tambang timah ilegal babel luar biasa tak sentuh	negative
tambang ilegal tangkap babel polisi sita ton pasir timah	negative
korban bakar suling minyak ilegal langkat akhir tinggal	negative
kode langit tujuh beking ngeri tambang ilegal apa maksud	negative
polisi tangkap bos tambang emas ilegal bogor	negative
polisi selidik mati tani anti tambang lumajang	neutral
gurandil tambang emas pongkor terus bersih	neutral
tolak tambang pasir liar aktivis lempari telur kantor dprd tulungagung	negative
peran eks dirops pt timah kasus korupsi rp t	neutral
rapat kapolda jatim dpr sorot tuntas kasus tambang lumajang	neutral
wamen esdm bocor minerba banyak labuh tikus	positive
walhi jateng masalah tambang pasir tak sekadar izin	neutral
tumbal darah salim kancil	neutral
tambang ilegal sebab hektare sawah cilacap gagal panen tahun	negative
kiwoom securities bursa regional beri dukung	neutral
fakta harvey moeis suami sandra dewi sangka korupsi komoditas timah	neutral
benny k harman kan mafia tanah hukum tumbuh subur labu bajo	neutral
tertib tambang emas ilegal kuansing riau akhir rusuh	negative
rusak lingkung alat sedot tambang pasir ilegal sita	negative
beking ngeri tambang ilegal klaten	negative
lihat teknologi tambang timah ramah lingkung bangka	positive
bangun masa depan dunia lebih aman ajar afghanistan	neutral
dinas esdm sulsel pasti tambang pasir keluh warga gowa ilegal	negative
jember tolak tambang silo respons menteri esdm	neutral
marak aktivitas tambang izin amat peti jahat	neutral
duduk perkara harvey moeis suami sandra dewi sangka korupsi komoditas timah	neutral
apa picu longsor nganjuk kata teliti bencana its	neutral
kerbau mati pulau buru duga minum limbah tambang emas	negative
polres bangka razia tambang timah ilegal kawasan sumber air pdam	negative
brasil jelang duel lula da silva lawan jair bolsonaro	neutral
kira ladang ganja nyata tambang bitcoin ilegal	negative
jerat sangka korupsi timah crazy rich pik hingga suami sandra dewi	negative
momen harvey moeis suami sandra dewi giring mobil tahan jagung	neutral
nah loh bitcoin larang negara negara	neutral
tambang emas ilegal subur kalbar aparat jabat jadi beking	negative
usaha tambang imbau tanggung jawab jalan rusak	neutral
pemkab bungo jambi periksa kades kait duga setor tambang emas ilegal	negative
cara perintah berantas tambang timah ilegal	negative
tambang pasir ilegal batam tangkap alat berat sita	negative
asai talib afghanistan nyata sangat gantung hibah asing	positive
horor tambang emas ilegal sulteng tewas gegara longsor	negative
tambang emas ilegal nagan raya gerebek orang backhoe aman	negative
rusa imbas tambang timah seret harvey moeis kali luas jakarta	neutral
duh tambang pasir ilegal marak pantai dompu ntb	negative
konjuk ngarsadalem sultan ulah tambang liar sungai progo keluh	negative
kades hariyono nyanyi sebut aktivis anti tambang terima uang	neutral
kapolres batang ungkap rencana legal tambang gali c liar kit	negative
